1	435
1	439
1	435
1	435
1	436
1	435
1	435
1	435
1	435
1	439
1	439
1	439
1	435
1	435
1	435
1	433
1	435
1	433
1	433
2	433
2	433
2	433
2	433
2	433
2	433
2	435
2	435
3	435
3	435
4	433
4	433
4	433
5	433
5	433
5	433
5	435
5	433
5	435
6	435
6	435
6	435
6	435
6	435
7	435
7	435
7	435
8	435
8	435
8	435
8	435
8	435
9	435
9	435
9	435
9	435
10	439
10	439
10	439
10	439
11	439
11	439
11	439
12	439
12	439
12	443
12	435
13	326
13	326
13	326
13	435
14	435
14	435
14	437
14	437
14	437
15	437
15	437
15	437
15	437
15	437
16	437
16	437
16	437
16	437
16	437
17	437
17	437
17	437
17	439
18	437
18	441
18	441
18	437
19	439
19	439
19	439
19	439
19	439
19	439
20	439
20	439
20	443
20	443
20	443
21	443
21	443
21	443
22	452
22	326
22	326
22	326
22	326
23	439
23	443
23	443
23	443
24	443
24	446
24	445
24	446
24	446
25	446
25	445
25	445
25	446
26	446
26	445
26	446
26	445
27	446
27	445
27	448
27	448
28	448
28	448
28	452
28	452
29	452
29	452
29	452
29	452
30	452
30	452
30	452
30	454
31	454
31	454
31	454
31	447
31	447
32	454
32	454
32	454
32	454
33	454
33	454
33	455
33	456
33	460
34	460
34	460
34	460
34	460
35	460
35	460
35	460
35	460
36	460
36	462
36	462
37	462
37	464
37	471
37	464
38	474
38	474
38	474
38	474
39	474
39	474
39	481
39	483
40	488
40	488
40	487
40	492
41	496
41	496
41	500
41	500
41	718
42	475
42	479
42	479
42	479
43	483
43	483
43	483
44	481
44	483
44	483
44	488
44	483
45	488
45	488
45	492
45	492
46	488
46	488
46	492
46	491
47	491
47	499
47	503
47	498
48	491
48	491
48	498
48	509
48	504
49	500
49	500
49	509
50	509
50	511
50	511
50	506
51	506
51	515
51	511
51	511
51	559
52	559
52	574
52	574
52	578
53	542
53	538
53	542
53	544
54	544
54	553
54	570
54	572
55	559
55	537
55	537
55	542
55	546
56	555
56	555
56	559
57	561
57	553
57	544
57	537
57	544
58	544
58	546
58	546
58	553
58	553
58	551
59	546
59	546
59	538
60	538
60	538
60	542
60	542
60	546
61	546
61	540
61	536
61	529
62	532
62	536
62	536
62	537
63	540
63	540
63	540
63	536
63	534
64	527
64	527
64	527
65	527
65	534
65	534
65	534
65	534
66	534
66	527
66	527
66	527
66	527
67	527
67	532
67	532
67	532
68	527
68	527
68	527
68	527
68	527
68	527
68	524
68	527
69	523
69	527
69	527
69	527
69	527
69	523
69	527
70	527
70	525
71	525
71	525
72	525
72	525
72	525
72	525
73	525
73	525
73	525
73	525
73	525
73	525
73	525
74	525
74	525
74	525
74	525
74	526
75	525
75	525
75	525
76	523
76	523
76	523
77	523
77	523
77	523
77	523
77	523
78	523
78	523
78	519
79	519
79	519
79	519
79	519
80	519
80	519
80	519
80	519
81	519
81	519
81	519
81	519
81	523
82	519
82	519
82	519
82	519
82	519
83	517
83	519
83	519
83	519
84	519
84	519
84	517
84	519
84	519
85	519
85	519
85	519
85	519
86	519
86	519
86	519
87	517
87	517
87	519
87	519
88	518
88	518
88	518
88	518
89	518
89	518
89	518
89	518
89	518
90	517
90	517
90	518
90	517
91	517
91	517
91	517
91	517
91	517
92	517
92	517
92	517
93	517
93	517
93	517
93	517
94	517
94	517
94	517
94	517
95	517
95	517
95	517
95	517
95	517
96	519
96	519
96	519
96	519
97	519
97	519
97	519
97	519
97	519
98	519
98	519
98	519
98	520
99	523
99	523
99	523
99	519
99	523
100	523
100	523
100	523
100	523
101	523
101	523
101	523
101	523
101	523
102	519
102	519
102	519
102	519
103	519
103	519
103	519
103	519
104	518
104	518
104	518
104	518
105	518
105	518
105	518
105	518
105	518
106	518
106	518
106	518
107	518
107	518
107	518
107	525
108	525
108	525
108	525
108	525
108	525
108	525
109	525
109	527
109	527
109	527
109	527
110	527
110	527
110	527
111	527
111	527
111	527
111	527
111	527
112	527
112	527
112	527
112	527
112	528
113	527
113	527
113	527
113	527
113	527
114	527
114	527
114	527
115	527
115	527
115	527
115	534
116	538
116	527
116	534
116	536
117	532
117	372
117	532
117	536
118	536
118	536
118	536
118	536
119	536
119	536
119	535
119	535
119	538
120	538
120	538
120	538
120	538
120	538
121	538
121	538
121	538
122	537
122	544
122	540
122	544
122	544
123	544
123	544
123	544
123	544
124	544
124	544
124	544
124	546
125	546
125	546
125	546
125	551
126	551
126	551
126	551
126	553
127	553
127	553
127	553
127	553
128	554
128	554
128	554
128	554
129	559
129	559
129	559
129	559
129	559
130	559
130	559
130	559
130	563
131	563
131	562
131	563
131	563
132	562
132	563
132	563
132	562
132	569
133	570
133	572
133	572
133	573
133	573
134	573
134	573
134	573
134	573
135	578
135	578
135	582
135	582
136	582
136	582
136	582
136	588
137	588
137	588
137	588
137	588
138	588
138	590
138	595
138	599
139	595
139	595
139	595
139	595
139	607
140	607
140	607
140	607
140	607
141	607
141	607
141	607
141	624
142	624
142	618
142	626
142	616
142	616
143	616
143	616
143	616
144	654
144	658
144	488
144	488
145	670
145	661
145	500
145	504
145	685
146	685
146	689
146	689
146	696
146	697
147	702
147	702
147	714
147	714
148	713
148	720
148	720
149	728
149	740
149	744
149	573
150	573
150	573
150	582
150	586
150	595
151	595
151	595
151	598
151	603
151	610
152	500
152	498
152	498
152	504
152	510
153	498
153	509
153	685
153	685
154	702
154	510
154	517
154	518
154	518
154	525
155	532
155	532
155	698
155	698
155	702
156	537
156	544
156	546
156	546
156	718
157	563
157	563
157	567
157	567
158	572
158	748
158	586
159	586
159	599
159	581
159	581
160	590
160	590
160	590
160	599
161	599
161	599
161	599
161	599
161	634
162	634
162	634
162	645
162	469
162	469
163	473
163	474
163	483
163	483
164	490
164	490
164	491
164	500
165	504
165	509
165	515
165	517
166	517
166	607
166	598
166	597
167	597
167	597
167	597
167	605
168	598
168	597
168	605
168	598
168	605
169	609
169	609
169	648
169	572
169	573
170	599
170	603
170	599
170	603
171	603
171	603
171	598
171	644
172	605
172	605
172	605
172	605
172	597
173	653
173	473
173	474
173	481
174	483
174	483
174	490
174	496
175	500
175	499
175	506
175	506
176	511
176	518
176	517
176	518
176	518
177	527
177	536
177	532
177	532
178	553
178	544
178	544
178	544
179	544
179	544
179	582
179	562
179	561
180	553
180	553
180	563
180	561
181	561
181	554
181	554
181	561
181	554
181	561
182	554
182	554
182	561
182	563
182	563
183	561
183	563
183	562
184	569
184	569
184	570
185	569
185	574
185	569
185	563
186	563
186	563
186	562
186	562
186	563
186	563
187	563
187	563
187	563
187	563
188	563
188	570
188	570
188	570
189	569
189	569
189	569
189	574
190	569
190	570
190	574
190	574
190	574
190	571
191	571
191	578
191	578
191	580
192	580
192	580
192	580
193	580
193	580
193	581
193	581
193	581
193	581
194	581
194	581
194	581
194	588
195	588
195	588
195	590
195	590
195	590
196	590
196	590
196	598
197	605
197	605
197	605
197	605
197	605
198	702
198	540
198	546
198	544
199	554
199	554
199	561
199	573
200	580
200	588
200	581
200	591
201	598
201	607
201	696
201	617
202	616
202	617
202	633
203	626
203	635
203	635
203	643
204	475
204	479
204	653
204	653
205	666
205	492
205	496
205	679
205	677
206	677
206	508
206	509
206	689
206	689
206	689
207	689
207	523
207	704
207	712
207	534
208	534
208	536
208	536
208	542
209	544
209	555
209	555
209	559
210	563
210	569
210	572
211	578
211	586
211	586
211	595
211	500
212	598
212	609
212	598
212	609
213	624
213	624
213	532
213	634
214	540
214	590
214	644
214	591
214	591
215	591
215	591
215	506
215	567
215	567
216	567
216	563
216	569
217	569
217	578
217	710
218	546
218	546
218	555
218	555
218	439
218	590
219	742
219	578
219	578
219	452
220	452
220	452
220	452
220	452
221	452
221	609
221	498
221	620
222	624
222	574
222	645
222	590
222	518
223	582
223	582
223	603
223	649
224	597
224	597
224	597
225	374
225	374
225	660
225	491
226	491
226	590
226	698
226	517
226	517
226	518
227	532
227	527
227	546
227	567
228	573
228	581
228	581
228	574
229	571
229	563
229	562
229	569
230	570
230	570
230	563
230	569
230	563
231	559
231	559
231	563
232	563
232	563
232	563
232	567
233	563
233	561
233	554
233	554
234	553
234	554
234	554
234	554
234	553
234	553
235	551
235	551
235	550
235	551
236	551
236	551
236	551
236	551
237	551
237	551
237	551
237	546
237	544
238	544
238	544
238	544
238	544
239	544
239	544
239	544
239	544
240	544
240	542
240	542
240	542
240	542
240	542
241	542
241	535
241	535
241	538
242	535
242	538
242	538
242	536
243	536
243	536
243	536
243	536
244	536
244	536
244	532
244	536
244	536
244	536
245	536
245	536
245	536
246	534
246	527
246	527
246	527
247	527
247	527
247	527
247	527
248	527
248	527
248	527
248	527
249	527
249	527
249	527
250	527
250	527
250	527
250	527
251	527
251	527
251	527
251	527
251	527
252	527
252	528
252	527
252	527
253	527
253	527
253	527
253	525
254	525
254	525
254	525
254	525
255	525
255	525
255	525
255	518
255	518
256	525
256	525
256	518
256	525
257	525
257	525
257	525
257	525
258	525
258	525
258	525
258	525
259	525
259	525
259	525
